PRODUCT_ID,PRODUCT_NAME,PRODUCT_NUMBER,CATEGORY_ID,SUPPLIER_ID,DESCRIPTION,COLOR,SIZE,WEIGHT,UNIT_PRICE,COST,LIST_PRICE,DISCONTINUED,REORDER_LEVEL,UNITS_IN_STOCK,UNITS_ON_ORDER,PRODUCT_LINE,CLASS,STYLE
935,Vision-oriented user-facing data-warehouse,P000935,11,17,Leader idea sea. Ground charge either father add successful billion. Lose order across TV girl newspaper. Your everyone serious somebody.,Gold,XS,30.97,223.8,75.96,251.26,False,25,379,4,Premium,A,Modern
936,Organized context-sensitive instruction set,P000936,7,197,"Measure study daughter society its couple. Visit stay turn think bank. Campaign dark simple car physical arm coach.
Every young reveal. Safe admit law name side responsibility head.",Blue,L,38.13,11.92,7.92,13.39,True,39,75,2,Professional,C,Sport
937,Synergized bi-directional time-frame,P000937,12,61,Myself value door her none. General star that only. Hair minute seem her create.,Brown,XL,17.32,351.05,144.82,449.3,False,34,490,19,Professional,C,Vintage
938,Streamlined asynchronous leverage,P000938,7,66,Or fight year remember. Hand list join hold old represent character cut. Street bill but carry direction window ready.,Green,XXL,37.03,223.53,115.8,311.24,False,24,147,5,Professional,B,Modern
939,Team-oriented heuristic artificial intelligence,P000939,4,104,Per phone civil assume attention card write class. Stuff wind use. Defense area speech investment either answer week recognize. Road behavior turn strong.,Gold,One Size,23.08,833.32,493.81,1125.48,False,29,474,46,Economy,B,Sport
940,Reduced global info-mediaries,P000940,12,49,Specific report become customer success group line. Career significant single discover. Town scene account future Democrat film more.,Black,XXL,45.03,162.69,70.89,194.97,False,31,383,82,Economy,A,Sport
941,Down-sized solution-oriented throughput,P000941,5,199,"Raise else energy reflect wife term. Image risk enter southern.
Newspaper certain degree require. Plant sometimes everything smile property. Movie moment size house people.",Gold,XS,10.05,124.66,74.96,169.65,False,15,675,49,Professional,A,Sport
942,Centralized mission-critical architecture,P000942,3,70,"Smile be doctor movement key. Production boy she deep over.
Happen under PM challenge friend. Sing structure kid stuff action including light. Art per put no drop.",Green,One Size,28.8,30.4,16.8,40.34,False,14,421,40,Professional,A,Modern
943,Public-key scalable Graphic Interface,P000943,10,136,"Guy hospital budget. Range enter card wide. House woman imagine author various relationship.
Push then concern discover. Stock when figure the important stay go. Or laugh data alone fast.",Red,S,39.37,852.99,382.5,1146.54,True,5,942,6,Economy,A,Vintage
944,Robust dynamic approach,P000944,4,79,"Minute Republican agency not charge two charge. Close west final. Speak interview trouble option.
That cut natural need her impact.",Blue,XXL,31.2,948.57,466.12,1325.56,False,33,486,43,Premium,B,Vintage
945,Monitored optimizing adapter,P000945,3,42,"Before hair true appear. Full education yet it.
Involve development article little foreign itself. Age picture environmental compare build.",Gold,S,26.66,129.42,55.24,189.0,False,15,575,70,Professional,C,Vintage
946,Realigned motivating forecast,P000946,11,38,Current weight change rock mother whose room. Theory measure more better hundred question. Morning expect find crime. Company deep yet billion effort water.,Brown,S,37.81,989.51,346.53,1474.82,False,29,484,48,Professional,A,Classic
947,Sharable grid-enabled application,P000947,8,150,"Family skill though kind party dinner travel list. Mention bar use meet one voice sign.
Ten color station news language executive.
Bit film whose employee quite.",Green,,44.71,880.07,295.16,1095.65,False,47,580,44,Economy,A,Vintage
948,Focused 24/7 time-frame,P000948,7,39,Finally simple others fight tough pressure special control. Few level war herself start lead bill. Drop know truth same shake key. Still deal kitchen help door attention.,Blue,L,48.08,66.56,39.1,81.21,False,50,811,100,Standard,B,Sport
949,Innovative mobile neural-net,P000949,3,94,"Image easy rule daughter foot act. Agree price sound news.
Size occur significant establish. Be score animal.",White,L,25.72,36.59,12.9,46.36,False,6,501,40,Premium,A,Modern
950,Team-oriented national collaboration,P000950,6,11,"See meeting agent marriage once leave popular. Large run important explain form condition.
Art common person blue five society factor. Job personal two ability simple company.",White,,33.0,666.45,351.75,998.65,False,7,133,79,Standard,C,Classic
951,Enhanced non-volatile projection,P000951,7,10,"West rest focus red organization.
News everything value child.
Information car her wide response. Peace fast range question fall. Outside enough lay bank doctor make paper.",White,One Size,16.85,278.63,154.84,358.89,False,32,416,90,Economy,A,Vintage
952,Advanced intangible productivity,P000952,5,22,"Catch environmental finish finish above challenge Congress. Building method billion perhaps. Some floor movie describe wife.
Direction manager different else. Author shoulder hot around Democrat.",Brown,S,40.29,840.52,360.96,1088.92,False,37,917,14,Standard,A,Classic
953,Object-based bottom-line portal,P000953,10,61,Know animal religious she hundred chair trouble. Dream dinner view realize. Ball employee product stay. Land child agreement anything enough.,Blue,S,0.58,221.18,125.27,249.05,True,26,891,79,Standard,A,Sport
954,Business-focused impactful protocol,P000954,10,32,"East police lawyer during itself professional lot.
Green million toward western road treatment first. Difficult forward develop deep she. Whom continue move us security trip fact push.",Red,M,10.06,633.54,317.35,865.4,False,10,190,11,Standard,A,Sport
955,Diverse cohesive firmware,P000955,2,100,"Foreign break last early wind character bad. As land point.
Lawyer their look happy amount industry. Term employee painting painting meet. Size make buy.",Silver,L,23.85,734.0,396.84,822.08,False,36,619,90,Premium,B,Vintage
956,Public-key mission-critical workforce,P000956,8,48,"Religious so adult speak pay create. Meeting task act seem especially.
Kid detail character represent hard. Some establish tonight.",,XS,4.07,876.58,367.12,1266.1,False,21,147,69,Premium,C,Classic
957,Persevering next generation instruction set,P000957,6,194,"Shoulder myself surface. Attack number either hotel although power recognize we.
Evening ever ask nation bank. Gas protect key will. Free least address bill mean another.",Black,M,19.79,569.5,352.92,669.06,False,23,615,52,Economy,A,Sport
958,Upgradable static circuit,P000958,1,168,Tend red develop attack. Himself tell my individual keep half.,White,XL,37.74,260.65,129.22,311.82,True,9,505,44,Standard,C,Sport
959,Diverse reciprocal capacity,P000959,1,191,"Shake lose cover shoulder. Drop step ability try myself ask. Age lot reflect.
Win bring student story choose. Data police audience music quickly answer. Control argue middle person.",Blue,XXL,29.45,117.99,44.58,163.59,False,28,714,87,Standard,C,Vintage
960,Triple-buffered radical conglomeration,P000960,8,95,"Someone staff rock least spring. Find impact hot hold nothing official end.
Building line participant mother close laugh.",Brown,XL,38.19,722.07,364.94,897.71,False,17,233,75,Premium,A,Vintage
961,Diverse impactful data-warehouse,P000961,7,119,"Born its avoid common tough commercial remember. Part court information someone. Tend fact maintain consumer must third matter.
Term great recent around.",Brown,,7.72,586.04,207.82,720.68,False,29,429,3,Premium,B,Sport
962,Optional stable Local Area Network,P000962,1,112,Ago will majority others entire. Participant then little ball main though radio watch. Most field president require save.,Green,M,29.69,1211.73,494.93,1526.5,False,11,16,50,Professional,A,Vintage
963,Extended system-worthy extranet,P000963,5,141,"Another left ten nature.
Listen cause whole fund size probably fly can. From eat responsibility brother. Though continue little health. Quality now hand fire activity.",White,L,9.58,263.55,171.97,331.25,False,36,443,55,Premium,B,Classic
964,Multi-tiered leadingedge secured line,P000964,12,123,Course action kitchen thus imagine myself husband. Identify lot two actually. Structure where learn level carry pay rich matter.,White,M,11.83,298.49,179.92,442.12,False,18,426,62,Standard,B,Modern
965,Ameliorated static Graphic Interface,P000965,10,32,Night audience police number space. Difference foreign husband remember care order wish. Bank maintain feel voice.,Green,XL,17.12,339.32,172.6,457.2,False,49,884,16,Economy,C,Sport
966,Organic cohesive interface,P000966,4,84,"Must station force. Under baby this land option.
Short instead anyone movement. Painting growth friend sport create list over local. Value stuff international information play perhaps form.",Black,XXL,31.73,78.68,36.25,99.67,False,35,805,35,Economy,C,Vintage
967,Implemented foreground Local Area Network,P000967,11,147,Type left however minute point game fund. Prove fine social technology exist want discuss.,Black,L,40.68,1000.39,350.67,1486.77,False,41,481,2,Economy,C,Classic
968,Versatile regional open system,P000968,9,126,"Music state call would. Change and for huge staff institution seven everyone. Although wish I finally single television.
Friend reason much middle cut soon dinner. Enjoy eat choice surface.",Brown,XL,3.44,336.15,195.15,413.01,False,17,810,98,Economy,C,Modern
969,Configurable 24hour analyzer,P000969,4,163,"Time section human support letter.
Response stay someone final person region throughout.
Well reason sing generation. Tell participant far share. Artist be card theory bring what.",Red,XXL,17.87,493.51,185.07,636.38,False,40,149,100,Economy,B,Sport
970,Versatile explicit function,P000970,11,49,"Much fast next. Enter bring sea act natural task. Believe car daughter boy five.
Out help billion majority author. Style whom determine.",Blue,XL,36.7,1186.05,492.72,1559.09,False,17,536,64,Economy,A,Sport
971,Implemented tangible process improvement,P000971,5,53,Thought hand green project admit. At outside sort speak. Under option operation can course.,Green,XL,1.36,584.8,214.38,645.83,False,31,80,47,Professional,A,Sport
972,Automated scalable task-force,P000972,6,28,"Nation live place authority study play against. Wall at what between there.
Imagine magazine likely certain American.",White,,13.87,734.44,314.82,982.34,False,34,291,20,Premium,B,Classic
973,Cross-platform logistical array,P000973,6,37,"White him Democrat rule per recently.
Structure letter across here quickly position center. Free modern since sing rock. Plan office though those bar theory player.
Let age fill crime account.",Silver,One Size,27.55,185.86,66.34,245.53,False,46,331,50,Premium,B,Classic
974,Expanded logistical encoding,P000974,1,131,"Task author time improve interest. Until we eat argue own force.
Must reason article once. Suddenly sport building use.",Red,M,24.88,642.66,323.59,901.39,False,13,155,13,Premium,C,Modern
975,Polarized impactful middleware,P000975,2,106,"Hot force provide choice goal support key. Goal friend really success though find center.
Management age owner chair growth remain station. Particular case cost summer bed.",Silver,S,24.67,102.98,50.47,127.99,False,38,426,82,Professional,C,Modern
976,Persevering modular knowledge user,P000976,3,30,Build effect face early himself. Heart senior yes turn full. Daughter rule customer father low life. Design their response its with green.,White,L,12.04,451.55,276.31,534.14,False,40,24,6,Premium,B,Classic
977,Pre-emptive web-enabled migration,P000977,3,129,"Us turn protect put then find ten. Model represent impact level boy again finish. How between respond way good sort.
Us southern personal but miss somebody paper.",Silver,XXL,19.44,68.27,25.88,101.04,False,30,19,65,Economy,B,Classic
